MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
M03845,West,Residential,2025-07-04,43.1,19.82,19,Active,7.27
M03846,South,Residential,2025-05-25,41.5,14.99,19,Active,6.29
M03847,South,Commercial,2025-06-27,102.2,25.8,20,Active,9.18
M03848,North,Commercial,2025-01-14,57.66,21.53,17,Active,8.77
M03849,North,Residential,2025-09-03,38.01,13.48,12,Active,6.98
M03850,South,Industrial,2025-07-06,99.31,25.04,10,Active,10.26
M03851,West,Commercial,2025-12-03,74.89,48.08,14,Active,8.8
M03852,South,Residential,2025-09-16,47.67,13.75,15,Active,6.2
M03853,North,Residential,2025-12-20,28.53,13.54,21,Active,6.2
M03854,South,Residential,2025-02-09,31.37,14.4,19,Faulty,6.52
M03855,South,Commercial,2025-03-30,68.26,23.26,24,Active,8.45
M03856,West,Commercial,2025-05-05,68.7,50.39,18,Active,8.93
M03857,East,Commercial,2025-12-17,50.88,28.08,18,Active,8.94
M03858,North,Residential,2025-01-09,22.94,15.07,19,Active,6.73
M03859,West,Residential,2025-12-16,40.57,20.21,21,Active,6.52
M03860,South,Residential,2025-03-25,82.13,50.21,10,Active,6.88
M03861,South,Residential,2025-01-21,24.47,17.98,18,Active,6.89
M03862,East,Commercial,2025-10-08,73.37,31.12,20,Active,9.05
M03863,North,Commercial,2025-12-24,64.34,32.31,12,Active,9.06
M03864,North,Residential,2025-06-21,27.76,14.08,18,Active,6.09
M03865,Central,Residential,2025-01-25,34.28,25.57,15,Active,6.49
M03866,North,Residential,2025-04-13,29.6,10.85,13,Active,6.55
M03867,East,Residential,2025-07-09,32.63,19.18,23,Active,7.1
M03868,Central,Residential,2025-08-24,44.67,14.25,17,Active,6.65
M03869,Central,Residential,2025-11-09,41.07,29.3,17,Active,6.64
M03870,South,Residential,2025-02-06,42.09,22.95,9,Active,6.72
M03871,South,Residential,2025-09-29,31.79,21.61,20,Active,6.17
M03872,North,Residential,2025-10-20,36.66,25.57,21,Active,6.73
M03873,Central,Residential,2025-11-28,68.69,36.31,23,Active,6.72
M03874,South,Commercial,2025-06-01,55.1,32.56,21,Active,8.98
M03875,East,Residential,2025-10-09,34.34,20.58,14,Active,6.82
M03876,South,Industrial,2025-01-20,110.47,53.05,20,Active,10.74
M03877,South,Residential,2025-05-17,23.24,10.86,12,Active,6.1
M03878,Central,Residential,2025-12-25,34.9,11.97,26,Active,7.0
M03879,Central,Residential,2025-01-29,41.39,18.29,18,Active,6.98
M03880,West,Residential,2025-01-31,27.01,20.13,22,Active,6.35
M03881,East,Commercial,2025-01-19,72.28,27.82,20,Active,8.91
M03882,Central,Residential,2025-05-28,31.8,20.07,13,Active,6.86
M03883,North,Industrial,2025-10-10,105.78,29.58,18,Active,9.89
M03884,East,Industrial,2025-12-16,99.86,48.31,18,Active,10.44
M03885,East,Residential,2025-12-07,43.88,12.25,28,Active,7.21
M03886,Central,Residential,2025-10-27,25.52,12.45,17,Active,6.4
M03887,East,Commercial,2025-06-12,56.97,15.03,19,Active,9.27
M03888,Central,Residential,2025-04-23,29.75,16.56,23,Active,6.29
M03889,South,Commercial,2025-05-30,63.76,34.64,19,Active,8.18
M03890,West,Residential,2025-11-26,75.27,48.84,28,Active,6.1
M03891,South,Residential,2025-09-12,28.76,15.58,17,Faulty,6.28
M03892,Central,Residential,2025-03-28,26.79,19.1,27,Active,6.45
M03893,Central,Residential,2025-12-16,38.47,24.68,24,Active,6.95
M03894,South,Industrial,2025-04-08,102.49,32.42,18,Active,9.59
M03895,North,Residential,2025-05-12,26.49,10.14,22,Active,6.66
M03896,North,Commercial,2025-11-08,55.26,14.54,18,Active,8.67
M03897,North,Residential,2025-04-07,38.06,16.86,17,Active,6.3
M03898,Central,Residential,2025-04-08,54.74,27.63,15,Active,6.06
M03899,East,Residential,2025-10-17,40.04,28.95,16,Active,6.29
M03900,Central,Residential,2025-12-22,21.13,10.8,15,Active,6.3
M03901,East,Residential,2025-08-15,31.44,20.14,17,Faulty,6.89
M03902,South,Residential,2025-05-25,25.62,9.84,23,Active,6.3
M03903,West,Commercial,2025-06-05,71.58,23.38,14,Active,8.44
M03904,East,Residential,2025-09-27,33.47,21.94,15,Active,6.06
M03905,North,Residential,2025-06-11,27.06,10.11,16,Active,6.81
M03906,Central,Commercial,2025-04-22,63.1,43.27,19,Active,8.62
M03907,South,Commercial,2025-11-27,61.21,20.5,21,Faulty,8.45
M03908,North,Residential,2025-07-04,23.97,16.2,18,Faulty,6.91
M03909,South,Residential,2025-07-24,25.82,16.43,19,Active,6.89
M03910,West,Industrial,2025-04-07,115.55,64.2,22,Active,9.93
M03911,Central,Commercial,2025-02-24,72.4,48.88,13,Active,8.92
M03912,Central,Residential,2025-04-27,41.68,17.31,20,Active,6.45
M03913,West,Residential,2025-04-03,25.68,8.55,20,Active,6.29
M03914,Central,Commercial,2025-10-20,53.23,17.49,14,Active,8.94
M03915,East,Residential,2025-07-23,31.56,12.16,23,Active,6.95
M03916,South,Industrial,2025-10-09,108.06,51.12,19,Active,10.63
M03917,North,Residential,2025-07-08,46.71,32.14,17,Active,6.65
M03918,West,Commercial,2025-11-19,69.95,20.62,20,Active,8.3
M03919,East,Residential,2025-03-25,34.95,24.73,25,Active,7.09
M03920,North,Residential,2025-06-29,43.57,31.05,17,Active,6.23
M03921,North,Industrial,2025-10-01,103.22,63.34,20,Faulty,10.72
M03922,West,Residential,2025-06-30,45.19,31.64,18,Active,6.4
M03923,East,Residential,2025-06-30,34.92,22.17,21,Active,6.02
M03924,North,Residential,2025-10-10,27.03,13.9,15,Active,6.24
M03925,North,Residential,2025-10-14,22.84,12.57,17,Active,6.54
M03926,East,Residential,2025-04-16,43.75,24.68,17,Active,6.07
M03927,Central,Commercial,2025-05-09,46.26,14.5,16,Active,8.53
M03928,North,Residential,2025-09-19,37.47,12.98,21,Active,6.26
M03929,South,Residential,2025-01-11,26.77,13.7,16,Active,6.02
M03930,East,Residential,2025-06-11,26.03,8.01,22,Active,6.39
M03931,North,Commercial,2025-06-30,60.08,44.01,21,Active,8.29
M03932,West,Commercial,2025-08-01,59.87,30.15,17,Faulty,8.55
M03933,South,Residential,2025-10-01,47.0,20.68,28,Active,6.99
M03934,North,Residential,2025-01-21,36.68,12.06,13,Active,6.66
M03935,South,Industrial,2025-10-02,101.93,46.71,19,Active,10.5
M03936,South,Residential,2025-09-17,51.0,20.46,18,Faulty,6.44
M03937,Central,Industrial,2025-11-29,97.95,28.79,17,Active,9.52
M03938,South,Industrial,2025-04-26,94.17,69.07,11,Active,10.7
M03939,Central,Commercial,2025-01-25,60.95,23.31,26,Active,8.41
M03940,East,Residential,2025-11-29,27.58,16.42,20,Active,6.68
M03941,Central,Commercial,2025-09-11,62.0,18.33,16,Active,8.61
M03942,West,Commercial,2025-07-30,50.83,35.92,13,Faulty,8.76
M03943,North,Commercial,2025-11-01,55.47,30.25,16,Active,9.15
M03944,East,Residential,2025-11-17,40.86,23.63,14,Active,7.13
M03945,East,Residential,2025-12-05,44.88,28.76,17,Faulty,7.28
M03946,West,Residential,2025-09-14,48.66,26.91,16,Active,6.69
M03947,Central,Residential,2025-06-17,25.1,7.16,18,Active,7.2
M03948,North,Commercial,2025-12-03,70.05,32.56,19,Active,8.63
M03949,Central,Residential,2025-01-21,32.36,12.33,16,Active,6.06
M03950,South,Residential,2025-03-27,29.9,14.75,19,Active,6.19
M03951,Central,Residential,2025-01-15,39.05,17.66,16,Active,6.43
M03952,East,Commercial,2025-02-19,71.37,47.34,23,Active,8.94
M03953,North,Industrial,2025-10-31,95.58,35.7,20,Active,9.61
M03954,Central,Residential,2025-11-01,31.8,11.15,20,Active,6.47
M03955,North,Residential,2025-07-15,26.5,19.32,23,Active,7.28
M03956,North,Residential,2025-12-30,40.46,29.32,24,Faulty,7.02
M03957,South,Commercial,2025-10-28,61.9,46.22,21,Active,8.74
M03958,South,Commercial,2025-10-15,66.36,35.45,12,Active,8.08
M03959,East,Industrial,2025-09-02,110.04,33.74,18,Active,9.52
M03960,West,Residential,2025-12-19,27.61,19.05,15,Active,6.14
M03961,North,Industrial,2025-07-20,94.12,30.36,13,Active,9.93
M03962,West,Residential,2025-07-12,35.58,11.66,15,Active,6.79
M03963,East,Commercial,2025-12-02,63.68,22.08,21,Active,8.26
M03964,North,Residential,2025-05-26,35.86,20.68,18,Active,6.07
M03965,North,Industrial,2025-11-06,126.67,38.46,19,Active,9.62
M03966,West,Residential,2025-05-07,42.86,27.39,15,Active,6.55
M03967,Central,Commercial,2025-06-24,62.02,17.31,20,Active,9.01
M03968,South,Commercial,2025-05-14,60.28,18.4,15,Active,9.07
M03969,Central,Residential,2025-03-07,50.94,23.8,23,Active,6.38
M03970,West,Residential,2025-12-31,36.97,16.25,21,Active,6.86
M03971,South,Industrial,2025-10-06,101.68,75.74,16,Active,10.01
M03972,Central,Residential,2025-09-03,42.85,31.43,29,Active,7.26
M03973,South,Residential,2025-12-29,26.11,9.0,16,Active,6.53
M03974,North,Residential,2025-08-25,22.33,16.15,18,Active,6.51
M03975,Central,Commercial,2025-06-20,64.27,38.31,18,Active,8.65
M03976,South,Residential,2025-02-20,30.5,13.86,24,Active,6.03
M03977,South,Residential,2025-11-24,26.43,16.38,19,Active,6.54
M03978,South,Residential,2025-12-25,24.48,17.14,18,Active,7.08
M03979,Central,Residential,2025-06-02,24.54,8.35,9,Faulty,6.8
M03980,East,Industrial,2025-03-21,111.51,38.8,10,Active,10.76
M03981,Central,Industrial,2025-05-25,94.45,42.91,17,Active,9.92
M03982,West,Commercial,2025-10-01,68.53,22.93,20,Active,8.21
M03983,Central,Residential,2025-06-04,31.61,13.6,15,Active,6.98
M03984,South,Industrial,2025-12-03,96.88,55.5,17,Active,9.56
M03985,North,Residential,2025-12-29,58.53,38.42,27,Active,6.21
M03986,Central,Residential,2025-11-21,28.56,11.45,22,Faulty,6.66
M03987,Central,Industrial,2025-12-02,103.34,40.39,23,Active,10.48
M03988,South,Commercial,2025-05-23,76.54,48.98,22,Active,8.78
M03989,North,Commercial,2025-10-25,54.5,24.01,17,Active,9.29
M03990,North,Commercial,2025-02-03,66.53,43.86,16,Active,8.85
M03991,West,Residential,2025-10-31,63.32,47.28,10,Faulty,6.94
M03992,Central,Residential,2025-08-27,45.35,33.55,17,Active,7.29
M03993,North,Commercial,2025-05-18,46.34,26.94,19,Active,8.77
M03994,North,Residential,2025-09-11,52.09,22.79,21,Active,6.93
M03995,East,Residential,2025-01-05,24.41,6.9,28,Active,6.39
M03996,East,Commercial,2025-06-25,80.62,49.91,15,Active,8.7
M03997,North,Commercial,2025-08-02,61.52,45.46,26,Active,9.19
M03998,West,Residential,2025-12-30,35.75,10.15,17,Active,7.11
M03999,North,Commercial,2025-01-23,75.32,19.06,26,Faulty,8.4
M04000,South,Commercial,2025-11-14,60.71,40.43,13,Faulty,8.46
M04001,Central,Commercial,2025-01-13,51.77,15.59,18,Active,9.1
M04002,West,Residential,2025-08-29,26.75,7.78,18,Active,6.37
M04003,South,Residential,2025-10-03,23.28,16.42,17,Active,7.15
M04004,West,Residential,2025-04-02,33.77,9.79,16,Active,7.01
M04005,South,Residential,2025-04-18,26.76,8.22,16,Active,6.2
M04006,Central,Residential,2025-08-17,29.39,15.72,21,Active,6.94
M04007,Central,Residential,2025-06-01,37.36,23.48,16,Active,7.08
M04008,East,Residential,2025-04-18,51.51,23.17,21,Active,6.19
M04009,South,Industrial,2025-10-16,128.45,59.12,19,Active,10.09
M04010,East,Residential,2025-06-25,52.1,29.5,20,Faulty,7.12
M04011,South,Commercial,2025-11-16,50.42,25.35,18,Active,8.26
M04012,East,Commercial,2025-10-13,65.6,17.01,14,Faulty,8.58
M04013,Central,Residential,2025-12-30,32.28,9.9,20,Active,6.8
M04014,West,Industrial,2025-11-25,106.71,57.71,25,Active,9.63
M04015,East,Commercial,2025-12-31,81.08,52.45,20,Active,8.28
M04016,South,Residential,2025-08-29,59.92,37.84,16,Active,6.61
M04017,South,Commercial,2025-05-25,77.95,48.33,15,Active,8.49
M04018,Central,Residential,2025-12-22,63.02,40.06,17,Active,6.42
M04019,South,Commercial,2025-01-14,50.94,13.87,20,Active,8.03
M04020,North,Residential,2025-10-02,40.74,28.42,14,Active,7.21
M04021,West,Commercial,2025-03-12,63.15,43.87,15,Active,9.13
M04022,East,Residential,2025-11-11,28.67,14.79,13,Active,6.51
M04023,West,Commercial,2025-07-14,64.7,24.22,14,Active,8.24
M04024,Central,Residential,2025-12-19,29.28,15.99,21,Faulty,6.09
M04025,East,Commercial,2025-10-27,69.08,36.54,16,Active,8.16
M04026,East,Commercial,2025-01-11,51.81,18.73,19,Active,8.78
M04027,North,Residential,2025-04-16,29.34,16.18,21,Faulty,6.95
M04028,Central,Commercial,2025-09-15,57.44,37.26,16,Faulty,8.2
M04029,South,Residential,2025-07-15,27.9,18.22,18,Active,6.15
M04030,North,Industrial,2025-05-25,115.32,32.27,16,Active,10.4
M04031,North,Residential,2025-08-08,33.95,11.83,19,Active,6.67
M04032,West,Commercial,2025-12-16,47.46,27.72,24,Faulty,8.48
M04033,West,Commercial,2025-06-23,63.97,43.49,17,Faulty,8.94
M04034,West,Residential,2025-08-04,27.56,14.07,21,Active,6.59
M04035,North,Residential,2025-04-03,28.11,16.97,13,Active,6.6
M04036,South,Residential,2025-09-17,47.35,12.34,26,Active,6.02
M04037,East,Commercial,2025-03-04,54.31,30.1,16,Active,8.41
M04038,West,Residential,2025-01-29,52.83,38.62,15,Active,6.01
M04039,South,Residential,2025-10-02,29.44,17.09,15,Active,7.2
M04040,Central,Commercial,2025-12-13,51.82,36.85,9,Active,8.38
M04041,West,Residential,2025-10-12,26.15,13.94,18,Active,6.23
M04042,East,Commercial,2025-03-11,68.82,46.23,22,Active,8.12
M04043,Central,Residential,2025-10-06,26.69,8.33,16,Active,6.06
M04044,Central,Residential,2025-08-19,56.99,17.77,16,Active,7.15
M04045,East,Commercial,2025-10-29,65.35,20.26,16,Active,8.22
M04046,West,Residential,2025-09-12,32.59,16.11,22,Active,6.8
M04047,North,Residential,2025-06-21,35.78,14.85,16,Active,6.85
M04048,East,Industrial,2025-06-29,106.35,64.83,18,Active,9.91
M04049,East,Residential,2025-09-21,65.91,46.22,12,Active,7.08
M04050,East,Industrial,2025-07-02,100.63,56.32,19,Active,9.78
M04051,Central,Industrial,2025-11-18,117.73,41.98,19,Active,9.59
M04052,South,Residential,2025-07-24,26.57,19.01,20,Active,6.09
M04053,North,Residential,2025-09-06,46.53,23.91,20,Active,6.39
M04054,West,Commercial,2025-08-01,48.71,29.71,17,Active,8.6
M04055,West,Residential,2025-06-08,39.64,27.56,15,Active,6.82
M04056,South,Residential,2025-04-10,59.87,44.6,19,Active,6.95
M04057,East,Commercial,2025-11-13,56.46,28.4,27,Active,8.23
M04058,North,Residential,2025-04-22,32.14,21.02,24,Active,6.89
M04059,West,Industrial,2025-11-04,102.14,54.48,13,Active,9.74
M04060,West,Residential,2025-06-15,47.99,23.67,18,Active,7.3
M04061,East,Residential,2025-02-05,25.26,13.11,14,Active,7.25
M04062,South,Residential,2025-04-22,47.21,23.23,14,Active,6.13
M04063,North,Industrial,2025-03-28,92.43,42.57,16,Active,10.35
M04064,South,Commercial,2025-07-02,72.98,44.65,17,Active,9.17
M04065,South,Commercial,2025-03-26,52.94,19.84,13,Active,8.1
M04066,North,Residential,2025-09-26,24.01,13.4,14,Active,6.16
M04067,North,Residential,2025-06-14,33.39,20.25,21,Faulty,6.45
M04068,West,Residential,2025-10-30,66.01,45.95,16,Faulty,6.12
M04069,West,Residential,2025-03-31,22.72,9.45,15,Active,7.15
M04070,North,Commercial,2025-08-26,81.33,55.33,15,Active,9.14
M04071,Central,Commercial,2025-01-22,57.19,41.33,25,Active,9.23
M04072,West,Residential,2025-06-16,33.78,19.4,24,Active,6.27
M04073,Central,Industrial,2025-08-03,99.22,63.08,19,Active,9.56
M04074,North,Residential,2025-02-27,42.85,19.4,20,Faulty,6.58
M04075,West,Industrial,2025-01-30,94.03,68.27,17,Active,10.64
M04076,South,Residential,2025-04-16,28.8,16.86,18,Active,6.83
M04077,North,Residential,2025-11-26,33.61,13.61,16,Active,7.3
M04078,East,Residential,2025-06-16,44.73,20.22,20,Active,7.18
M04079,Central,Residential,2025-12-16,31.06,17.36,6,Active,6.51
M04080,North,Commercial,2025-06-03,61.54,22.59,15,Active,8.05
M04081,North,Residential,2025-11-23,22.95,14.39,12,Active,6.01
M04082,West,Residential,2025-01-07,31.72,11.49,25,Active,6.84
M04083,West,Commercial,2025-07-16,89.08,48.63,19,Active,9.19
M04084,West,Commercial,2025-11-17,78.67,47.08,15,Active,8.58
M04085,East,Commercial,2025-02-15,66.29,45.07,19,Active,9.14
M04086,West,Residential,2025-01-18,41.22,25.43,17,Active,6.74
M04087,North,Commercial,2025-06-02,79.43,51.58,17,Active,8.13
M04088,West,Commercial,2025-09-21,52.09,36.8,23,Active,9.04
M04089,South,Residential,2025-03-15,23.77,13.05,20,Active,6.64
M04090,West,Residential,2025-05-25,60.75,40.89,18,Active,6.07
M04091,East,Residential,2025-04-12,29.62,10.84,25,Active,7.06
M04092,South,Residential,2025-12-01,32.76,21.54,13,Active,6.98
M04093,North,Residential,2025-12-01,37.94,13.69,19,Active,6.59
M04094,North,Residential,2025-05-01,39.16,28.09,16,Active,6.03
M04095,Central,Commercial,2025-06-25,54.74,22.72,13,Active,8.45
M04096,South,Commercial,2025-03-04,48.57,16.32,22,Faulty,8.57
M04097,Central,Industrial,2025-10-23,103.75,33.62,21,Active,9.71
M04098,South,Commercial,2025-03-25,57.36,19.71,26,Active,8.21
M04099,South,Residential,2025-01-15,35.29,16.72,16,Active,6.22
M04100,East,Industrial,2025-12-21,99.79,51.0,15,Faulty,9.98
M04101,Central,Industrial,2025-05-14,98.91,69.92,15,Faulty,10.56
M04102,East,Residential,2025-05-01,27.36,12.05,21,Active,6.99
M04103,South,Commercial,2025-11-15,68.01,24.4,15,Active,8.01
M04104,North,Industrial,2025-05-08,113.34,70.49,18,Active,9.51
M04105,South,Residential,2025-10-15,34.62,10.99,20,Active,6.1
M04106,East,Industrial,2025-10-28,104.05,72.43,15,Faulty,10.11
M04107,Central,Residential,2025-06-29,41.82,19.02,9,Active,7.16
M04108,Central,Residential,2025-03-23,29.06,16.18,25,Active,6.24
M04109,East,Residential,2025-01-13,57.87,19.85,15,Faulty,6.62
M04110,Central,Commercial,2025-01-24,50.0,16.14,24,Active,8.05
M04111,West,Commercial,2025-06-17,70.85,46.01,13,Active,8.03
M04112,North,Industrial,2025-09-27,107.38,49.92,16,Active,9.51
M04113,North,Residential,2025-03-11,25.19,18.73,14,Active,6.96
M04114,North,Residential,2025-11-14,20.39,10.44,12,Active,6.03
M04115,Central,Commercial,2025-03-30,71.66,48.21,19,Active,8.36
M04116,Central,Commercial,2025-07-08,51.09,37.81,17,Active,8.84
M04117,South,Residential,2025-09-14,50.11,19.57,12,Active,6.8
M04118,South,Residential,2025-08-05,26.4,17.17,28,Active,6.07
M04119,North,Commercial,2025-02-01,61.34,16.01,15,Active,8.33
M04120,West,Commercial,2025-05-21,59.73,35.23,11,Active,8.83
M04121,South,Residential,2025-06-10,32.91,20.49,12,Active,6.51
M04122,South,Residential,2025-02-01,28.45,13.9,15,Active,6.61
M04123,Central,Industrial,2025-11-08,107.49,35.58,13,Active,9.77
M04124,West,Commercial,2025-06-01,58.96,32.92,16,Active,8.05
M04125,North,Residential,2025-12-13,27.88,19.48,17,Active,6.45
M04126,South,Residential,2025-09-17,33.1,23.69,13,Active,6.89
M04127,West,Commercial,2025-08-04,78.41,48.85,18,Active,9.0
M04128,West,Residential,2025-10-06,26.63,10.17,16,Active,6.77
M04129,North,Residential,2025-10-12,33.17,22.73,21,Active,6.51
M04130,West,Residential,2025-04-08,50.79,35.27,21,Active,6.76
M04131,West,Residential,2025-01-30,40.8,17.69,16,Active,6.92
M04132,West,Commercial,2025-03-31,59.15,20.2,19,Active,8.98
M04133,South,Residential,2025-05-28,36.65,25.19,19,Active,6.12
M04134,North,Commercial,2025-05-24,48.5,33.59,26,Active,9.04
M04135,West,Residential,2025-03-08,29.31,8.81,24,Active,6.08
M04136,West,Residential,2025-12-23,21.55,15.81,20,Active,7.13
M04137,South,Residential,2025-02-27,23.99,12.39,12,Active,6.51
M04138,North,Industrial,2025-10-08,105.27,78.62,14,Active,10.21
M04139,Central,Industrial,2025-10-06,103.2,48.76,17,Active,9.88
M04140,South,Residential,2025-08-24,34.19,17.66,19,Faulty,6.55
M04141,North,Commercial,2025-12-19,54.68,20.94,14,Active,9.1
M04142,West,Commercial,2025-05-08,55.3,38.68,16,Faulty,8.38
M04143,North,Industrial,2025-12-03,115.91,54.69,26,Active,10.23
M04144,North,Residential,2025-07-28,32.43,21.32,19,Active,6.84
M04145,North,Commercial,2025-07-05,105.03,30.44,21,Active,8.19
M04146,Central,Residential,2025-06-18,31.86,20.52,27,Active,7.01
M04147,North,Residential,2025-06-21,26.42,13.08,19,Active,7.3
M04148,Central,Industrial,2025-09-17,97.14,24.55,18,Active,9.7
M04149,West,Residential,2025-07-24,41.44,15.05,18,Active,7.0
M04150,Central,Residential,2025-05-15,30.85,10.7,21,Active,6.19
M04151,West,Residential,2025-02-15,62.08,38.85,19,Active,7.24
M04152,West,Commercial,2025-01-09,52.33,25.57,16,Active,8.53
M04153,Central,Commercial,2025-06-10,73.88,24.37,10,Active,9.27
M04154,South,Residential,2025-10-16,55.08,20.84,16,Active,6.09
M04155,East,Industrial,2025-12-06,112.43,56.44,20,Active,10.53
M04156,North,Residential,2025-11-17,28.66,7.45,21,Active,6.62
M04157,East,Residential,2025-04-16,36.47,16.85,18,Active,6.38
M04158,North,Industrial,2025-10-17,96.55,56.87,22,Active,10.47
M04159,North,Residential,2025-12-07,37.16,18.91,23,Faulty,6.83
M04160,West,Residential,2025-03-29,23.47,12.89,20,Active,7.17
M04161,North,Residential,2025-07-11,64.24,26.55,19,Active,6.32
M04162,North,Commercial,2025-06-02,115.51,39.45,11,Faulty,9.22
M04163,Central,Residential,2025-11-07,27.93,18.29,21,Active,6.83
M04164,East,Industrial,2025-05-17,104.36,73.35,18,Active,10.09
M04165,Central,Commercial,2025-09-30,86.69,43.81,12,Active,8.07
M04166,North,Residential,2025-05-29,26.05,10.49,22,Faulty,6.99
M04167,West,Commercial,2025-07-07,72.39,36.6,14,Active,9.12
M04168,Central,Residential,2025-05-21,37.71,26.0,13,Active,7.05
M04169,Central,Residential,2025-05-11,23.29,13.87,14,Active,6.96
M04170,South,Commercial,2025-01-04,72.5,49.25,18,Active,9.26
M04171,North,Industrial,2025-09-20,103.81,43.0,21,Active,10.6
M04172,West,Residential,2025-01-26,32.98,19.99,22,Active,7.21
M04173,Central,Residential,2025-01-24,19.76,11.39,18,Active,6.95
M04174,Central,Residential,2025-09-23,33.42,17.91,15,Active,7.07
M04175,West,Residential,2025-08-17,52.27,26.87,20,Active,6.38
M04176,North,Residential,2025-09-26,47.91,25.18,27,Active,6.87
M04177,South,Residential,2025-05-05,23.21,15.66,25,Active,6.27
M04178,Central,Commercial,2025-06-21,65.13,46.11,23,Active,8.09
M04179,South,Residential,2025-08-22,56.06,17.18,18,Active,6.75
M04180,East,Residential,2025-10-22,37.29,19.93,20,Active,7.02
M04181,North,Commercial,2025-10-02,47.82,33.91,18,Active,8.11
M04182,East,Commercial,2025-03-17,58.99,18.72,18,Active,8.24
M04183,East,Residential,2025-11-04,50.97,23.26,18,Active,6.12
M04184,East,Residential,2025-08-02,34.14,10.06,27,Active,6.82
M04185,North,Commercial,2025-06-07,60.07,18.43,21,Active,8.1
M04186,North,Residential,2025-10-29,29.96,21.03,16,Active,6.12
M04187,West,Residential,2025-07-23,46.44,21.97,16,Active,6.34
M04188,South,Commercial,2025-05-29,63.87,37.96,18,Active,8.35
M04189,South,Residential,2025-03-16,28.47,9.09,10,Faulty,6.72
M04190,West,Residential,2025-08-17,31.26,8.16,15,Faulty,6.04
M04191,West,Residential,2025-10-31,70.52,49.03,16,Active,6.8
M04192,East,Residential,2025-03-03,25.54,13.72,11,Active,6.54
M04193,West,Residential,2025-02-27,23.06,6.0,15,Active,6.23
M04194,Central,Industrial,2025-10-01,91.34,68.16,20,Active,10.35
M04195,South,Residential,2025-04-18,21.18,10.51,22,Active,6.43
M04196,West,Residential,2025-07-06,32.05,15.64,20,Active,7.08
M04197,Central,Residential,2025-08-17,45.79,25.66,16,Active,7.29
M04198,Central,Industrial,2025-02-17,133.33,33.86,22,Active,10.51
M04199,Central,Residential,2025-11-15,29.51,15.78,25,Active,6.97
M04200,Central,Residential,2025-09-25,30.6,17.28,19,Active,6.46
M04201,East,Industrial,2025-08-03,110.75,44.13,17,Active,10.19
M04202,Central,Residential,2025-10-17,30.27,18.57,17,Active,6.07
M04203,East,Residential,2025-09-11,34.4,15.09,17,Active,6.95
M04204,East,Residential,2025-12-24,36.87,22.45,19,Faulty,6.88
M04205,Central,Residential,2025-03-28,46.53,14.98,15,Active,6.35
M04206,South,Residential,2025-06-30,25.02,17.69,19,Active,6.69
M04207,Central,Commercial,2025-01-25,58.08,40.06,22,Active,8.88
M04208,Central,Residential,2025-08-10,46.76,15.21,14,Active,6.48
M04209,Central,Commercial,2025-02-18,54.8,39.41,13,Active,8.94
M04210,South,Residential,2025-11-30,27.6,14.6,20,Active,7.04
M04211,North,Residential,2025-06-24,21.6,12.98,20,Active,6.29
M04212,North,Residential,2025-11-07,36.93,24.75,14,Active,6.39
M04213,East,Industrial,2025-10-01,109.76,32.03,19,Active,10.02
M04214,East,Residential,2025-02-04,25.87,8.66,17,Active,6.31
M04215,South,Commercial,2025-08-05,46.38,18.33,20,Active,9.01
M04216,West,Residential,2025-07-28,32.51,15.88,16,Active,6.74
M04217,North,Residential,2025-06-09,79.17,33.49,14,Faulty,6.49
M04218,East,Residential,2025-01-07,43.83,22.04,31,Active,6.02
M04219,North,Residential,2025-09-26,31.87,10.93,14,Active,6.42
M04220,South,Residential,2025-05-06,35.82,21.17,18,Active,7.09
M04221,South,Residential,2025-11-21,30.0,8.34,17,Active,6.97
M04222,West,Commercial,2025-12-22,49.14,21.17,20,Active,8.09
M04223,West,Residential,2025-03-31,31.05,10.54,25,Active,7.04
M04224,South,Commercial,2025-02-11,56.11,34.51,12,Active,8.23
M04225,East,Residential,2025-12-31,28.82,19.94,22,Active,7.28
M04226,North,Residential,2025-06-08,26.87,7.78,21,Active,7.13
M04227,Central,Commercial,2025-07-21,55.97,35.96,15,Active,9.19
M04228,West,Residential,2025-10-09,22.56,15.74,20,Active,7.0
M04229,Central,Residential,2025-11-28,24.3,17.91,23,Active,6.92
M04230,East,Commercial,2025-10-15,73.16,39.48,21,Active,8.32
M04231,West,Industrial,2025-04-01,118.73,49.12,15,Active,10.26
M04232,Central,Residential,2025-05-05,50.92,20.93,19,Active,6.91
M04233,East,Residential,2025-05-06,20.76,9.12,17,Faulty,6.37
M04234,North,Industrial,2025-02-21,92.97,51.72,13,Faulty,10.02
M04235,East,Residential,2025-04-13,38.13,18.88,17,Active,7.23
M04236,West,Commercial,2025-12-27,58.07,33.5,16,Active,8.53
M04237,South,Residential,2025-07-06,43.72,11.79,17,Active,6.41
M04238,North,Residential,2025-07-24,29.84,9.04,13,Active,6.14
M04239,Central,Commercial,2025-01-14,58.36,43.09,22,Active,8.44
M04240,West,Residential,2025-04-14,22.02,16.46,18,Active,6.8
M04241,South,Residential,2025-04-27,24.58,15.32,12,Faulty,6.19
M04242,East,Residential,2025-10-31,34.48,13.04,22,Active,6.79
M04243,South,Commercial,2025-04-03,71.01,51.6,17,Active,8.96
M04244,West,Commercial,2025-05-24,91.5,32.65,19,Active,9.0
